grant_id,project_num,core_project_num,subproject_id,fiscal_year,abstract,abstract_source,awardee_org
1714718,4R00EY032547-03,R00EY032547,,2024,"Project Summary The bulk of increased resistance to the outflow of aqueous humor in glaucoma occurs at
the vicinity of the inner wall endothelium of the Schlemm’s Canal (SC). The giant vacuoles (GVs) and pores
associated with the SC endothelial cells are the only open spaces for the aqueous humor to enter the canal.
Thus, they are thought to play an important role in regulating outflow resistance. GVs form in response to a basal
to apical pressure gradient that subjects SC cells to substantial deformation. The extent of this deformation is
mediated by SC cell mechanics. We recently discovered that the elevated outflow resistance in glaucomatous
human eyes is associated with the increased stiffness of their SC cells in situ. These observations render SC
cell stiffness a key factor in GV formation and outflow homeostasis. Yet, little is known about the mechanism(s)
that regulate the biomechanical properties of SC cells and GVs. We previously showed that SC cells become
stiffer when cultured on stiffer substrates in vitro. We also recently showed that glaucomatous SC cells and their
underlying extracellular matrix are stiffer than their healthy counterparts in situ. These findings suggest that the
mechanical properties of SC cells are substrate dependent. In this project, I aim to examine the role of the
vimentin intermediate filament (VIF) cytoskeleton in regulating the biomechanical properties of SC cells and their
associated GVs. The reasons for my interest in VIFs are twofold: first, they are shown to be major contributors
to cell mechanics in general, they are the dominant determinant of cell mechanics at large deformations, and
they have a substrate stiffness dependent assembly state; secondly, VIFs are highly expressed in SC cells, and
it has been shown that they associate with GVs in situ and also impact their life cycle in vitro. To examine this
role, I will first knockdown vimentin in cultured human SC cells and use atomic force microscopy and traction
force microscopy to establish the role of VIFs in SC cell stiffness and contractility. The findings from these studies
will be used as a basis for additional studies employing super-resolution imaging, biochemistry, and
microfabrication to determine how substrate dependent expression and assembly states of VIFs in SC cells
affects their stiffness and contractility. I will next investigate the role of VIFs in GV formation through ex vivo
perfusion of eyes from wildtype and vimentin knockout mice followed by characterizing and comparing the GV
size and density along their SC. I will also determine the impact of the presence or absence of VIFs on the
generation of outflow resistance by measuring the outflow facility in these eyes. Finally, I will knockdown vimentin
in normotensive mouse inner wall to determine the feasibility of targeting VIFs for modulating outflow facility. I
will then extend this method to ocular hypertensive mice to gauge the effectiveness of this approach as a novel
treatment for glaucoma. Through examining the contribution of VIFs to the biomechanics of SC inner wall, I seek
to transition into an independent career in order to investigate the mechanical basis of increased outflow
resistance in glaucoma and to develop novel therapeutic approaches for the disease.",nih_reporter,NORTHEASTERN UNIVERSITY
1714904,5R01EB027705-04,R01EB027705,,2024,"Project Summary
Overcoming the poor efficacy of tumor cell vaccines will require enhancing activation of the immune system and
preventing an immunosuppressive tumor microenvironment such as local hypoxia. In this proposal, we will
address this critical need by engineering tumor cell vaccines with advanced oxygen-releasing biomaterials (O2-
cryogels) to combat hypoxia-driven immunosuppression and improve antitumor immune responses in relevant
mouse models of prostate cancer. Our preliminary data in mice indicate that: (i) O2-cryogels can reverse local
hypoxia and restore the function of key immune cells (dendritic cells; DCs); (ii) once in the body, cryogel vaccines
efficiently localize transplanted tumor cells, controllably release immunomodulatory factors, and recruit large
numbers of DCs from the host; and (iii) elicit a specific and robust vaccine-induced T cell-mediated antitumor
immunity. Here, we will optimize the characteristics of O2-cryogels for maximum antitumor efficacy and safety;
and assess their ability to suppress the local hypoxic stress and improve DC recruitment, activation, and homing
to the draining lymph nodes. Finally, we will test O2-cryogel vaccines in prophylactic and therapeutic mouse
models of prostate cancer to determine their ability to induce specific, effective, and long-lasting antitumor
immune responses. This proposal may have a sustained impact on the field by defining a new avenue of cancer
immunotherapy that operates independently but synergizes with other therapies.",nih_reporter,NORTHEASTERN UNIVERSITY
1716720,4R01AG072607-02,R01AG072607,,2024,"Project Summary
The overarching goal of the present proposal is to understand how individual differences in the structure and
function of Locus Coeruleus (LC) moderate perception and memory in an older adult population. There is
substantial evidence that the LC circuit plays a central role in cognitive processes and neuronal loss in LC is
known to occur in neurodegenerative disorders such as ADRD and PD. Integrity of LC neurons is hypothesized
to mediate the preservation of cognitive abilities during normal aging as well. To date, however, there exists a
dearth of research that either characterizes differential effects of LC integrity or details relationships between LC
integrity and cognitive function in older adult humans. More generally, the link between LC activity and cognitive
processes has not been well characterized in humans. Historical reasons for this is that the LC has been difficult
to image due to its small size and thus most human research makes inferences about LC function by using pupil
dilation as a surrogate measure. To overcome existing limitations in the field, we propose a series of detailed
psychophysical and MRI-based studies in older adults aimed to characterize how LC structure and function
moderates behavior and in turn how this is mediated by activity in intermediate brain regions known to be
involved in perceptual and memory processes. We further propose computational approaches to characterize
individual differences in how LC circuit integrity relates to different patterns of cognitive performance across
tasks, and advanced neuroimaging methods to localize and image the LC, which have been pioneered by our
group. Using MRI-based methods, we will examine LC integrity using high-resolution neuromelanin-sensitive
structural imaging, tractography and functional connectivity. This approach will allow us to identify candidate
biomarkers of LC circuit integrity. We will use a series of within-subject designs where we manipulate LC activity
and examine whether relationships between LC and behavior and brain regions thought to mediate those
behaviors are consistent or not between different perceptual modalities and memory tasks. Overall this study
will provide an important and much needed understanding of how LC integrity underlies cognitive declines in
older adults. By combining advanced neuroimaging, well-controlled behavioral assessment, and computational
analysis, we expect to uncover previously inaccessible in vivo mechanisms of LC modulation and generate a
unique dataset to address fundamental mechanistic questions of how the LC integrity moderates cognition, how
this varies across older adults and the extent to which relationships between LC and cognition are generalized
or individualized to particular domains. The resulting understanding of LC circuit can help explain how
dysfunctional modulatory circuits may generate cognitive declines or be implicated in normal aging and age-
related disorders such as Alzheimer's and Alzheimer's related disorders. This, in turn, has potential to support
non-invasive methods for diagnosing pathologies associated with LC decline and developing new treatments.",nih_reporter,UNIVERSITY OF CALIFORNIA RIVERSIDE
1728678,1R21HD116102-01,R21HD116102,,2024,"Project Summary/Abstract:
This research proposal responds to the pressing need for comprehensive understanding and targeted support
in breastfeeding outcomes, an area significantly impacting child health and development. Despite the recognized
importance of breastfeeding, existing clinical practices often overlook the intricate interplay of maternal lifestyle
and behavior. Mothers face diverse challenges including return to work, inconsistent milk supply, lack of support,
and postpartum mental stress, all of which profoundly influence breastfeeding success and subsequently, the
well-being of the child. Although national recommendations advocate exclusive breastfeeding for the initial six
months of a child's life, the actual compliance, as reported by the Center for Disease Control and Prevention, is
less than 25%. This study takes a digital phenotyping approach by harnessing passive longitudinal monitoring,
facilitated through smartphones, smartwatches, and ecological momentary assessments (EMAs). By examining
physiological components such as sleep, exercise, and vitals through smartwatches, alongside behavioral
patterns encompassing mobility, screen time, and social support via smartphones, we intend to identify lifestyle
factors during the third trimester impacting breastfeeding outcomes. A pivotal aspect of this research lies in its
ability to bridge the existing knowledge gap by delving into the multifaceted aspects of maternal well-being,
mood, lifestyle, mental health, and social support during the critical period of the third trimester to postpartum.
To our knowledge, this is the first study of its kind to focus on breastfeeding outcomes.
We seek to modify and implement a culturally adapted digital phenotyping protocol tailored for first-time mothers.
Through rigorous data collection, encompassing both the objective data from wearables and mobile devices and
subjective self-reports, we aim to understand the nuanced dynamics affecting breastfeeding success. This
research, anchored in innovative technology and supported by a team with extensive expertise in maternal health
and behavioral science, is poised to transform breastfeeding support. By offering novel insights, our findings will
inform future research endeavors and pave the way for personalized interventions, thereby enhancing
breastfeeding success and ultimately contributing to the improved health and development of children.",nih_reporter,NORTHEASTERN UNIVERSITY
1728717,1R01DA059985-01A1,R01DA059985,,2024,"ABSTRACT
Tobacco addiction remains a leading cause of disease and death worldwide, and an increasing number of never-
smokers are being exposed to nicotine via e-cigarettes. However, the role of specific nicotinic acetylcholine
receptors (nAChR) in nicotine’s behavioral effects remains poorly understood because of the availability of very
few subtype-selective probes, which limit drug development potential. Thus, this proposal aims to develop novel
probes to better understand the function of the different α4β2 subtypes, which have been proposed to underlie
behaviors characteristic of nicotine dependence. The α4β2 nAChR subtypes exhibit two distinct isoforms: α42β23,
which has a high affinity for acetylcholine and nicotine, and α43β22 nAChR, which has a lower affinity for
acetylcholine and nicotine. Our recent findings have suggested that probes selectively targeting the high
sensitivity α42β23 nAChRs may provide a novel, previously undefined understanding of nicotine’s behavioral and
pharmacological actions. Thus, these studies will develop and optimize novel positive allosteric modulators
(PAMs) of the high sensitivity α42β23 nAChRs. Specific Aim 1 will begin by focusing on the synthesis of novel
analogs of desformylflustrabromine (dFBr) and GAT2802 to derive an improved pharmacological profile. Specific
Aim 2 will involve in vitro characterization of novel probes from both structural classes as α42β3 nAChR-selective
PAMs. Thereafter, Specific Aim 3 studies will evaluate ADME/PK profiling of key α42β23 PAMs to eliminate
potential liabilities and identify probes with suitable drug-like properties. Finally, in Specific Aim 4, the most
promising probes will be tested for their efficacy in inducing behaviors characteristic of nicotine’s 42 nAChR
actions in adult male and female mice. Taken together, these studies will develop and validate novel HS-selective
α42β23 PAM probes to better understand the pharmacological effects of α4β2 nAChRs in behaviors characteristic
of nicotine’s actions, which may thereby lead to future therapeutic implications.",nih_reporter,NORTHEASTERN UNIVERSITY
1729565,1K25DC021502-01,K25DC021502,,2024,"Using Mobile Technology and Real-World Vocalization Samples to Generate Quantitative Metrics of
Vocal Communication for Minimally-Speaking Individuals
Over one million individuals remain minimally-speaking past the age of 5, often communicating through
vocalizations that contain little to no speech. Yet, little is known about the vocal communication of profoundly
affected minimally-speaking individuals. Current speech and communication metrics are often normalized
based on typically-developing individuals and fail to adequately capture the skills of minimally-speaking
individuals. Moreover, measures that are designed for this population are generally qualitative, relying on
caregiver reports or examiner observations from a short clinical visit. The lack of quantitative communication
measures that map how vocalizations from minimally-speaking individuals develop over time has profound
consequences for researchers, clinicians, families, and the individuals themselves. The lack of quantitative
communication measures designed for this population has profound consequences for researchers, clinicians,
families, and the individuals: Clinical trials have failed to advance because the outcome measures did not
capture the subtle changes in participants’ development, and families of minimally-speaking individuals
consistently list communication as one of their top research priorities. This proposal aims to generate a
sensitive, quantitative metric of vocal communication for minimally-speaking individuals by tracking their
phonological vocalization complexity over time. To achieve this aim, I will enroll n=90 individuals (ages 6-35
years, enrolled equally over the age range) with fewer than 50 spoken words using a smartphone app I
previously developed and deployed. This app allows caregivers to record a vocalization and label its meaning
with the tap of a button in their homes and natural environments. Caregivers will be prompted to elicit and
record as many vocalizations as possible during daily ten-minute intervals for one week every six months for
two years. Using this unique database of real-world vocalizations, I will characterize the complexity of vocal
communication across and within individuals over time (Aims 1 and 2) and will examine how this metric relates
to established assessments (Aim 3). I will also explore acoustic-based metrics that capture vocalization
complexity in an objective and scalable manner. The results of this work will allow us to determine sensitive
vocal communication milestones for profoundly affected minimally-speaking individuals and appropriate
outcome measures for clinical trials and interventions.",nih_reporter,NORTHEASTERN UNIVERSITY
1729688,1R33CA291125-01,R33CA291125,,2024,"ABSTRACT
 The tumor microenvironment (TME) plays a critical role in hematologic malignancies, especially in
multiple myeloma (MM). Each cellular and non-cellular component of the TME exerts a different effect on MM
cell survival, proliferation, immune evasion, and resistance to treatment. Several studies have shown that CAR-
T therapy produces an overall response rate of 78% in the relapsed/refractory MM setting; however, many
patients still relapse, and the median time to disease progression is about 1 year. Therefore, there is an urgent
need to define mechanisms of disease progression and resistance to CAR-T and bispecific antibodies using an
in vitro cell culture system that mimics the complex TME.
 Continuous progress in tissue engineering, including the development of various 3D scaffolds and
microfluidic systems, has improved the diversity, fidelity, and capacity of culture models that can be used in
cancer and other disease research. Most 3D in vitro culture systems lack the integral TME and dynamic perfusion
and/or influence immune-tumor crosstalk or/and prolonged culture capabilities. In addition, most models cannot
mimic the hypoxic gradients observed in tumors, which dramatically reduces the efficacy of molecular and
cellular therapeutics. The hypoxic TME likely protects tumors against immunotherapies by altering cellular
metabolism and inducing immune suppression. Therefore, an ideal experimental in vitro cell culture system
should mimic the heterogeneous nature of the hypoxic TME to allow a more complete understanding of cancer
cell and immune cell biology, immunotherapy validation, and development of efficacious treatment strategies for
clinical application. To address the aforementioned limitations, in this proposal, we will focus on developing a
novel microfluidic droplet-based platform (MDP) technology to generate and analyze a 3D biomimetic
multicellular immunogenic tumor model and test its capabilities to (1) establish multiple levels of hypoxia within
the same tumor-chip for parallel processing; (2) investigate spatiotemporal interaction between TME cancer-
immune cells during therapy; (3) quantify the impact of state-of-the-art targeted immunotherapy efficacy and
define multiparametric (dynamic, secretomic, and transcriptomic) responses for a comprehensive analysis of cell
fate. We will incorporate patient tumor cells and their microenvironment in MDP to predict the status of the patient
as a potential responder or non-responder. Potential responders to immunologic therapy such as CAR-T will
benefit from not having to wait for several months in clinic to determine whether the therapy has achieved
response or not, while potential non-responders will be spared the side-effects of non-effective treatment and
help clinicians choose other forms of therapy. Our approach will therefore result in the development of a versatile
and multifunctional system that can serve as a new and innovative technology for deep analysis of cell-cell
interactions and predicting the optimal therapy for individual patients and significantly advance the goal of
personalized medicine.",nih_reporter,NORTHEASTERN UNIVERSITY
1731331,4R33AG074497-04,R33AG074497,,2024,"Effective measurement of cognitive abilities is fundamental to effective diagnostics, risk assessment and
evaluation of interventions targeted towards older adults (OA) and in particular those with Alzheimer's Disease
and related dementias (ADRD). With the ubiquitous availability of smartphone/tablet technology in modern
society a proliferation of mobile cognitive assessments from companies, healthcare providers, and researchers
are being developed. However, a difficulty in evaluating such interventions, and in particular making comparison
between them is the lack of standardization/interoperability of assessment tools. This is especially the case for
early stage/mechanistic studies where it is common for investigators to each use their own labs' toolset to
evaluate intervention outcomes. Here we address particular needs in the field of cognitive training, as well as for
other longitudinal assessments focused on OA, where the limited standardization and accessibility of cognitive
outcome measures makes it difficult to evaluate effectiveness of interventions. This R21/R33 infrastructure
proposal seeks to develop shared tools to facilitate effective translation and sharing of cognitive assessment and
training procedures. We accomplish this by leveraging technologies, existing assessment batteries, and know-
how from 3 groups that have each independently developed robust systems for cognitive assessment and
training that can run on mobile devices (UCR Brain Game Center, UCSF Neuroscape Center, and UCI Working
Memory and Plasticity Lab). We target development of systems that allow for interoperability of assessments,
enrollment/participant tracking systems, data visualization, and participant compliance systems. In the R21
phase, we aim to develop such systems and demonstrate that they can be effectively shared across labs, and
in the R33 phase, these systems will be both tested for robustness in large scale-research projects that will now
be able to share outcome measures, and for developing personalized, precision training approaches for
participants based upon these assessments. Further, these systems will be documented and will be shared with
other scientists groups to reduce the barrier of entry for other groups. The long-term impact of this work will be
an infrastructure that will support better comparison across studies of cognitive training, as well as other
interventions that are increasingly being used to ameliorate cognitive declines in older adults such as those
related to ADRD. The key value of this system compared to others is that it will simultaneously support the
flexibility required for basic research, by facilitating groups to continue to use their own lab's software systems,
while at the same time providing them with a powerful infrastructure for sharing that allows them to incorporate
assessments, server infrastructure and compliance tools into their own studies. This will facilitate comparisons
across studies using common outcome measures as well as the ability to use the same assessments in
numerous other domains including risk-assessment and longitudinal testing in older adults at risk for ADRD.",nih_reporter,NORTHEASTERN UNIVERSITY
1745157,1R13HD116534-01,R13HD116534,,2024,"The Engineering for Women’s Health Conference addresses historical disparities in women’s health
research by establishing a dedicated platform for interdisciplinary collaboration and discourse.
Despite the historical emergence of gynecology, progress in women-specific health issues has
experienced a notable lag. This conference, situated in Greater Boston, a nexus of cutting-edge
institutions, emphasizes the crucial role of engineering in advancing women’s health. Specific Aim 1
focuses on providing a platform for prominent engineering researchers and experts in women’s health
in the Greater Boston area to present and discuss their latest findings. This initiative aims to not only
foster collaboration and identify gaps in scientific knowledge but also underscore the pivotal
contributions of engineering to innovative solutions. Specific Aim 2 aims to engage the broader
community, particularly members in training, in a dialogue concerning the latest advancements in
women’s health research. Through traditional presentations, networking events, and the creation of a
publicly accessible “Conference Brief,” the project will extend the impact of collective efforts to a
broader audience, highlighting the importance of incorporating engineering perspectives in
addressing women’s health challenges. Aligned with the mission of the National Institute of Child
Health and Human Development (NICHD), this conference directly contributes to the improvement of
the health and well-being of women, underscoring the unique role that engineering can play in
enhancing health outcomes for women and children. Led by Principal Investigator (PI) Amini and
faculty co-advisor Bellini, the project involves a collaborative effort with a dedicated team of PhD
students. Distinguished speakers selected from the Greater Boston area will significantly contribute to
the overarching objectives of the conference. In essence, through the Engineering for Women’s
Health Conference the PI and the organizing team endeavor to bridge historical gaps, push the
boundaries and inspire innovation within the context of engineering, and contribute to the
advancement of health outcomes for women.",nih_reporter,NORTHEASTERN UNIVERSITY
1746294,1R35GM153324-01,R35GM153324,,2024,"Lipids in drug delivery systems and food can have a tremendous impact on the systemic absorption of orally
delivered compounds, including drugs, nutrients, and toxins. However, this impact cannot be quantitatively
predicted a priori, and underlying mechanisms are poorly understood. The ability to quantitatively predict the
impact of lipids in drug delivery systems and food on oral compound absorption could revolutionize the oral
formulation development process, significantly streamlining resource intensive drug development, enabling
design of effective nutritive supplements, and increasing our understanding of how food composition and
structure impact health in an era of rapidly evolving food availability. The Carrier lab is focused on applying
engineering analysis to intestinal systems for enabling effective oral delivery, as well as understanding the
impact of ingested materials on human health. To date, the lab has developed a mechanism-based modeling
framework to predict the impact of lipids on oral compound absorption. Major goals of this project include: 1.
Determining whether systems-based modeling approaches, capturing kinetics of key processes occurring in
the gastrointestinal tract, can be used to describe and predict the impact of lipids in actual oral delivery
systems and food with complex composition and structure on absorption of orally delivered compounds. 2.
Revealing mechanisms by which lipids impact co-transport of orally delivered compounds across the intestinal
mucosa into lymph or portal circulation, together with appropriate mathematical expressions to describe these
processes. In addition to the laboratory`s track record of developing and translating mechanistic, predictive
models of oral delivery and existing preliminary modeling framework, the lab is extremely well-positioned to
markedly advance our understanding of oral absorption processes, given its expertise and experience in
design of advanced engineered experimental intestinal models and mechanisms for exploring the impact of the
mucosal barrier on oral drug delivery, both of which will be leveraged in this project period. In addition, the PI
has an extensive track record of multidisciplinary collaboration, including working with multiple industrial
partners, to best ensure that research outcomes translate to practice and are impactful to broad patient
populations.",nih_reporter,NORTHEASTERN UNIVERSITY
1747418,4R00HD109373-03,R00HD109373,,2024,"PROJECT SUMMARY
This K99 application aims to determine biological and behavioral pathways by which maternal psychosocial
stress in pregnancy impacts risk for maternal and infant iron deficiency anemia (IDA). IDA is one of the most
common causes of anemia worldwide, and around 20% of women in the US experience a stressful life event
throughout their pregnancy. Due to the increased iron demands of pregnancy, pregnancy itself poses a
significant risk of IDA, especially for low-income and racially- and ethnically-minoritized women. IDA increases
the risk of adverse pregnancy outcomes and can negatively impact the iron status of the neonate that may
cause irreversible harm to neurodevelopment. There is growing concern that oral vitamin supplementation
might not be enough to counteract the risks of IDA in the context of systemic inflammation, including
inflammation produced by chronic psychosocial stress and subsequent neuroendocrine dysregulation.
Maternal psychosocial stress has been associated with infant iron status previously, but the potential biological
mechanisms are not yet characterized despite the",nih_reporter,NORTHEASTERN UNIVERSITY
1747690,1K01HL174891-01,K01HL174891,,2024,"PROJECT SUMMARY
Cardiovascular disease (CVD) is one of the leading causes of mortality for most racial and ethnic groups in the
U.S. When immigrants first arrive in the U.S., they have better CVD risk factor profiles than the U.S.-born, but
within 5 to 15 years of living in the U.S., they experience a worsening of their CVD risk factor profiles.
Immigrants of color, specifically some Black, Latinx and Afro-Latinx immigrants, have lower screening,
monitoring, and treatment of CVD risk factors than U.S.-born populations. Lower preventive care utilization
likely contributes to their worsening cardiovascular health. Eliminating disparities in CVD preventive care
utilization is necessary to improve the cardiovascular health trajectory of immigrants of color and lessen the
burden of CVD mortality in the U.S. The research objective of this career development award is to use
epidemiologic, system dynamics, and community-engaged methods to understand how individual and multiple
components of the sociopolitical environment affect Black and Latinx immigrants’ CVD preventive care
utilization. This research will also address current gaps in immigrant health research by focusing on CVD
preventive care utilization outcomes, including Black immigrants in the study population, and using objectively
measured, longitudinal electronic health record data (EHR). The research objective will be achieved through
three novel aims. Aim 1 is to estimate trends and associations between state and county-level immigration
enforcement rates (e.g., community arrests), hate crimes rates, and CVD preventive care utilization among
Black and Latinx immigrant adults using electronic health record data from a nationwide network of community
health centers. Aim 2 is to develop a system map with community stakeholders that graphically depicts
hypothesized causal relationships and feedback loops within the sociopolitical environment that affect
immigrants’ CVD preventive care utilization. Aim 3 is to develop a system dynamics simulation model to
estimate improvements in CVD preventive care utilization as different components of the immigrant-related
sociopolitical environment are manipulated. This multidisciplinary research plan directly addresses NHLBI’s
critical challenge to advance methods of assessing and characterizing exposures to understand differences in
health among populations. The research aims are complemented with a training plan that builds upon the
candidate’s expertise as social epidemiologist to develop the candidate’s expertise in the (1) measurement and
quantification of non-policy components of the sociopolitical environment, (2) analysis of longitudinal EHR data,
(3) use of system dynamics simulation methods, and (4) use of community-engaged research and community-
based system dynamics methods. Together, the research and training plans will prepare the candidate to
become an interdisciplinary, independent research investigator whose career is aimed at improving the
cardiovascular health trajectories of immigrants of color in the U.S.",nih_reporter,NORTHEASTERN UNIVERSITY
1748482,1R01GM158813-01,R01GM158813,,2024,"PROJECT SUMMARY (See instructions):
Advances in biomedical sciences are often driven by new tools, ranging from novel experimental
techniques, to innovative models, and new software. V\Jhile bibliographic data such as citation counts track
the impact of research discoveries, these metrics fail to capture the full extent to which specific tools are
used in science and beyond. Indeed, the impact of these tools on both the scientific community and
society at large is largely invisible to traditional metrics, along with the contributions of the researchers
who develop them. We need, therefore, novel databases and metrics to trace the true impact of tools,
bringing them within the scope of Science of Science. Three fundamental challenges impede this goal: a
data gap, i.e., a lack of a ""ground truth"" dataset on tools and their usage, a metrics gap, i.e., the absence
of meaningful impact indicators, and a mechanistic gap, i.e., a lack of theoretical foundation to understand
their adoption.
Our proposal aims to tackle these challenges, by developing a data-driven approach to automatically
identify the tools used in biomedicine, that we collectively call Bio Tools, and developing indicators to trace
the multiple dimensions of impact they have, offering a rigorous empirical foundation for the quantitative
study of Bio Tools. We start with developing a ground-truth corpus by extracting laboratory techniques,
software applications, and modeling methods from existing ontologies, and identifying their mentions in
the full-text of millions of documents, from publications and grants, to patents and clinical trials (Aim 1).
The recovered information, along with metadata, will be assembled into the knowledge base BioToolKB,
which will allow us to develop a multidimensional impact measures, and quantify the extent to which
traditional metrics track or underestimate Bio Tool impact (Aim 2). Finally, we rely on these indicators and
BioToolKB to understand the diffusion mechanisms of Bio Tools across biomedical fields and sectors,
identifying the conditions in which some Bio Tools are widely adopted and others overlooked (Aim 3). The
success of this proposal is ensured by an interdisciplinary team blending domain expertise in biomedical
sciences and the Science of Science with technical expertise in bibliometrics and network science, and
industry collaborators, supporting the creation of a robust technical foundation.",nih_reporter,NORTHEASTERN UNIVERSITY
1750344,1R35GM155112-01,R35GM155112,,2024,"A robust enzyme design strategy will profoundly impact human health, such as by achieving asymmetric
synthesis of pharmaceuticals not easy to be achieved by small-molecule catalysts. However, photoexcitation
has rarely been considered in enzyme design. In recent years, it has been found that certain enzymes can be
repurposed by photoexcitation for non-natural chemical reactions that cannot be easily achieved by small-
molecule catalysts or traditionally engineered enzymes. These enzymes, termed photoenzymes, are believed to
utilize photoactivatable cofactors, combined with a natural or mutated enzyme scaffold, to reach new reaction
spaces. Photoenzymes have emerged as a promising new class of catalysts for non-natural reactions important
in pharmaceutical synthesis, such as asymmetric radical reactions important in late-stage functionalization of
drug-like molecules. However, the mechanisms of photoenzymes have not been studied well and there has not
been a clear rational discovery and design strategy for photoenzymes, not only because these are emergent
systems, but also because existing computational methods are not adequate. In this research program, we will
develop an integrated computational framework to predict the combined effect of light, cofactor, substrate(s),
and protein sequences on photoenzyme reactivity and the mechanisms that lead to this effect, and will develop
a physics-informed design strategy that makes use of descriptors derived from both ground and excited
electronic states to control the activity and selectivity of photoenzymatic reactions. This will fill the gap in
computational enzyme design where the excited electronic states are not normally considered. In specific, we
will 1) develop machine learning-enhanced simulation methods to efficiently simulate both the ground and
excited electronic states of photoenzymes to assist mechanistic studies and to inform the prediction and design
of photoenzymes, and 2) develop a photoenzyme design strategy centered on descriptors derived from both
ground and excited electronic states computed by molecular simulations. We will use flavin-dependent “ene”-
reductases (EREDs) as the prototype system for the computational tool development and testing since there
have already been a collection of computational and experimental data for EREDs, where the computational
data are from the PI’s group. This research program will not only deepen our understanding of photoenzyme
mechanisms, but will also greatly facilitate the design and prediction of photoenzymes for non-natural reactions
important in pharmaceutical synthesis. In the long term, it will also facilitate the identification of natural enzymes
that may have previously unknown photo-driven reactivity, which may become new protein scaffolds for
developing novel photoenzymatic reactions or become new drug targets.",nih_reporter,NORTHEASTERN UNIVERSITY
1750502,1R01LM014600-01,R01LM014600,,2024,"Abstract
Texts describing medical advances are of keen interest to the general public. However, reliable
medical evidence is largely disseminated in peer-reviewed journal articles describing new
ﬁndings. Because such articles are wrięen in technical language intended for experts, this
“primary literature” is eﬀectively inaccessible to the general population. With very large
language models (LLMs) like ChatGPT now widely available, lay people are increasingly
turning to them for medical information. One potentially promising use is for LLMs to provide
simpliﬁed versions of medical papers. However, while LLMs can capably simplify texts
automatically, they can also still generate inaccurate, unsupported, and/or potentially
misleading information, posing a risk.
This proposal seeks to develop novel natural language processing (NLP) technologies to
mitigate risks and improve the reliability of LLM outputs for the task of medical text
simpliﬁcation. Given the high-stakes of healthcare information, we focus on building
controllable, transparent LLMs that are moderately sized, and design tools that enable
communities to strike a balance between using LLMs safely and perceiving their outputs
critically, while (potentially) improving health literacy by eventually empowering the public
with more reliable access to high-quality, newly published medical ﬁndings.
We propose several methodological safeguards. To begin, we will design the ﬁrst error
detection model for LLM-generated simpliﬁcations of medical texts, trained with
expert-annotated data focusing on factual correctness. This tool will then allow us to build safer
knowledge distillation methods, i.e., training much more eﬃcient, smaller models on examples
elicited from massive, closed models like GPT-4 calibrated by estimated conﬁdence of their
correctness. With full access to the parameters of the distilled model, we propose innovative
ways to improve the factuality and readability of the output, and to estimate the model’s
(un)certainty of its own output. We will then integrate these safety guards into a prototype,
such that they can be evaluated by medical experts and lay readers.",nih_reporter,UNIVERSITY OF TEXAS AT AUSTIN
1750616,1R35GM155340-01,R35GM155340,,2024,"Project Abstract
Bacteria have existed for millions of years and have evolved sophisticated methods of
communication. One primary mechanism is through the glycans on their surface, which facilitate
interactions between bacterial cells and enables their invasion into host cells. Obtaining a
fundamental understanding of these glycan interactions offers an avenue to stop bacterial
invasions and develop new therapeutic interventions. By introducing advanced computational
techniques, we will elucidate the multifaceted world of bacterial surface glycans, bridging the gaps
in our current understanding and advancing new avenues in glycobiology research. These goals
align with our lab’s mission of computationally modeling biological interfaces:
• Constructing In Silico Libraries of Bacterial Surface Glycans: Our goal is to develop a
 searchable and publicly available in silico glycan library. Within the first five years, we will
 focus on amino sugars and essential bacterial surface glycans, including LPS serotypes,
 tailored for docking studies designed for both computational and experimental researchers.
 Beyond five years, we will continuously update and add to this library including peptidoglycans
 and o-linked glycans.
• Elucidating the Foundations of Glycan-Collectin Dynamics: Our goal is to create design rules
 for glycan-collectin dynamics setting the foundation for the ""Collectin Designer"" software tool.
 Within the first five years, we will focus on modeling, analyzing, and assessing the interactions
 of bacterial surface glycans with two human collectins. Beyond five years, we will expand to
 the other four human collectins and continue adding to the design rules which will lead to the
 creation of the Collectin Designer software.
• Developing a Process to Optimize Bacterial Glycan Interactions with Collectins using SP-D
 Interaction with Pseudomonas aeruginosa (Pa) Glycans as a Model System: Our goal is to
 develop a process to optimize bacterial glycan interactions with collectins. Within the first five
 years, we will design a theoretical SP-D that binds more effectively to the LPS and pilin
 structures of Pa. We will test the efficacy of binding through in vitro binding assays. Beyond
 five years, we will refine our SP-D model and test in vivo.
The vision of this research program is to bring an integrated approach that synergizes
computational tools and experimental validations, to deepen our foundational knowledge of
glycan-collectin interactions and their broader implications.",nih_reporter,NORTHEASTERN UNIVERSITY
